invoice_id,seller_id,buyer_id,invoice_date,amount,gst_amount,itc_claimed,invoice_items,status,payment_method
D05I19976,D05C6457,D05C4064,2024-03-15,6855.39,492.05,687.6,3256;6860,Cancelled,Cash
D05I16179,D05C5456,D05C6554,2024-01-16,364817.43,32705.95,42496.21,7071;6172,Paid,UPI
D05I37641,D05C2510,D05C3843,2024-03-23,16428.32,2796.03,2620.42,8622;6617,Pending,Bank Transfer
D05I48968,D05C7116,D05C3843,2024-06-01,621880.15,101997.62,64955.96,4952,Cancelled,UPI
D05I57440,D05C6971,D05C9181,2024-05-31,15379.08,1187.7,1695.84,5904;2026;7774,Pending,Bank Transfer
D05I20372,D05C3658,D05C8380,2024-06-14,27674.32,2581.56,2089.85,9872;6620,Cancelled,Cheque
D05I58480,D05C7697,D05C6101,2024-03-12,4576.46,374.48,517.91,4215;8241;2005,Pending,Cash
D05I50130,D05C7232,D05C2982,2024-04-27,751878.48,120074.99,106281.57,5528;7487,Paid,Bank Transfer
D05I86607,D05C2189,D05C6217,2024-06-05,13719.56,1024.11,2265.45,9505,Cancelled,Cash
D05I95779,D05C3681,D05C4034,2024-04-29,26860.91,4537.82,2042.48,5381;5325,Paid,Cheque
D05I90242,D05C8022,D05C2252,2024-04-07,17479.93,1313.34,2989.7,6534,Paid,Bank Transfer
D05I53278,D05C9649,D05C1999,2024-03-27,20992.1,3531.1,3377.26,2395;3835;2993,Paid,Bank Transfer
D05I68555,D05C1907,D05C4085,2024-02-13,16762.98,2503.36,2114.23,1549;5177,Pending,UPI
D05I29233,D05C4459,D05C8336,2024-05-18,655228.01,103636.97,94011.07,8415,Cancelled,Cash
D05I82420,D05C3051,D05C5177,2024-02-25,18102.35,1229.58,2961.26,2288;6736,Pending,UPI
D05I27947,D05C4441,D05C2510,2024-02-05,91080.55,13896.56,6340.4,2202,Cancelled,Cheque
D05I97392,D05C7628,D05C6605,2024-04-06,30892.2,3531.22,3066.42,1438;3139;3932,Paid,UPI
D05I60695,D05C2880,D05C4135,2024-01-01,176709.89,29315.15,20804.89,5964;8123;2416,Paid,UPI
D05I91176,D05C7767,D05C9276,2024-04-08,71211.85,3805.4,10004.17,6328;9827;2497,Cancelled,Cheque
D05I84834,D05C2269,D05C9825,2024-05-04,68680.2,7963.87,6244.15,6459,Cancelled,Cash
D05I32016,D05C3438,D05C2279,2024-02-15,97167.0,9275.28,11847.82,9655;3687;3770,Paid,Cash
D05I74664,D05C3436,D05C9945,2024-02-29,58973.69,4746.09,10041.1,1977,Pending,Bank Transfer
D05I96071,D05C4674,D05C9178,2024-03-19,8145.86,832.69,1348.33,7495,Pending,UPI
D05I45317,D05C1669,D05C1112,2024-02-17,20818.34,2862.72,1130.34,4019;5890;8375,Pending,Cash
D05I92277,D05C6709,D05C9763,2024-04-19,57613.29,6081.35,3111.97,9991;1058;1568,Paid,Bank Transfer
D05I84343,D05C7313,D05C8158,2024-03-11,341974.6,49790.73,31084.24,8260;4264,Paid,Bank Transfer
D05I80562,D05C5704,D05C6404,2024-03-22,364921.0,19482.56,45783.35,5795;9832,Cancelled,Bank Transfer
D05I78773,D05C3382,D05C7909,2024-03-07,12892.65,2253.63,1119.04,8464;8096;4327,Cancelled,Bank Transfer
D05I73335,D05C9255,D05C3090,2024-04-26,4475.43,481.82,337.24,2554,Paid,UPI
D05I51254,D05C2147,D05C2142,2024-05-25,10225.26,1579.25,1788.38,5008,Cancelled,Cheque
D05I29001,D05C2879,D05C2441,2024-02-27,50041.83,6769.47,7845.84,3804,Paid,UPI
D05I73273,D05C9066,D05C2332,2024-03-28,8267.73,1259.0,640.39,4958;8470,Cancelled,Cheque
D05I52403,D05C7157,D05C4159,2024-05-23,26292.42,1411.4,3853.44,1766,Pending,Bank Transfer
D05I34638,D05C7313,D05C4895,2024-04-19,737204.42,87701.62,94356.78,3592,Paid,Cheque
D05I29427,D05C7632,D05C5906,2024-03-14,22721.17,3330.02,4006.99,2065;3603,Cancelled,UPI
D05I38017,D05C2811,D05C9550,2024-02-11,65352.97,4061.42,3291.46,1254,Cancelled,Cash
D05I58249,D05C1556,D05C5092,2024-02-27,66688.85,3463.26,10641.33,6548;3185;2000,Paid,Cheque
D05I48339,D05C1397,D05C5221,2024-02-16,20840.49,1559.38,2480.18,3286,Cancelled,Bank Transfer
D05I95784,D05C9465,D05C3006,2024-05-08,31871.82,5398.34,5161.6,2835;5091,Cancelled,Cash
D05I67383,D05C4775,D05C9293,2024-05-10,47804.36,5501.64,5852.14,7644;3062,Cancelled,Cheque
D05I60163,D05C8120,D05C8781,2024-03-28,32782.04,3853.19,5484.82,3716,Pending,Cash
D05I45779,D05C2242,D05C1019,2024-04-16,9769.1,758.04,498.36,2038,Cancelled,Cheque
D05I38627,D05C8672,D05C5232,2024-01-12,13033.38,2024.79,1389.7,6125;8445;5053,Pending,Bank Transfer
D05I94898,D05C6910,D05C8552,2024-04-08,18863.66,1942.23,2810.8,5604;6249;9773,Pending,UPI
D05I36866,D05C6735,D05C1769,2024-01-28,42905.11,2443.23,6727.92,3602;6812,Paid,Cheque
D05I63673,D05C6851,D05C6969,2024-06-27,31019.06,4470.92,4460.08,4661,Paid,Bank Transfer
D05I36230,D05C1026,D05C9660,2024-02-25,20625.17,2113.23,3388.28,3846,Pending,Cash
D05I62151,D05C9255,D05C6610,2024-04-18,11433.73,1637.64,661.31,4577;8106;1925,Pending,UPI
D05I50571,D05C6101,D05C2420,2024-01-12,568424.98,96209.62,66386.51,7193;2191;3863,Pending,Cheque
D05I61679,D05C5259,D05C1592,2024-02-04,6689.53,616.68,377.04,8479;1488,Paid,Cash
D05I63262,D05C1310,D05C9758,2024-01-15,59733.91,7730.02,3883.18,1685,Paid,Cash
D05I37611,D05C6971,D05C4215,2024-04-07,13999.82,2057.43,721.77,4077;9853,Cancelled,UPI
D05I44268,D05C7908,D05C3259,2024-06-22,540492.48,34434.71,82771.72,5177;6382;2936,Pending,UPI
D05I71608,D05C2699,D05C3870,2024-04-08,11768.28,1630.99,1219.64,3411,Cancelled,Bank Transfer
D05I20031,D05C3748,D05C6945,2024-01-24,17198.92,2968.55,2787.65,3335,Paid,Cash
D05I47117,D05C7453,D05C1209,2024-05-20,10645.47,803.47,770.94,9124,Paid,Cash
D05I22135,D05C9038,D05C3427,2024-02-29,39961.74,5355.92,2287.87,3159;4901;6501,Pending,Cheque
D05I40642,D05C2453,D05C9660,2024-03-31,26943.3,4550.54,2854.83,8038,Paid,UPI
D05I60429,D05C1682,D05C2174,2024-05-26,21168.38,3674.35,3433.69,9370;1021,Pending,UPI
D05I95599,D05C1019,D05C3444,2024-01-09,127756.79,14300.74,20068.52,2441;6097;2860,Paid,Cash
D05I94687,D05C9730,D05C9945,2024-05-17,28997.8,3831.97,5080.4,1697;7589,Cancelled,Bank Transfer
D05I74096,D05C7952,D05C7832,2024-03-03,16092.73,2455.02,1395.42,9720,Pending,Cheque
D05I13372,D05C5949,D05C3090,2024-06-22,9240.86,610.09,998.77,9699,Cancelled,Bank Transfer
D05I19144,D05C9129,D05C7981,2024-04-04,15481.35,1980.92,1646.7,8023,Paid,Cash
D05I52248,D05C8572,D05C3616,2024-06-15,4030.77,626.88,599.35,5845,Pending,Cash
D05I65217,D05C7020,D05C3999,2024-04-16,20607.82,1977.87,1759.99,2471,Cancelled,Bank Transfer
D05I98941,D05C5433,D05C5533,2024-02-28,20425.75,2255.12,1389.56,4673,Pending,Cash
D05I54387,D05C9858,D05C3259,2024-06-17,38692.81,3907.05,6569.99,4442;8745,Pending,Cash
D05I11313,D05C6642,D05C7137,2024-04-15,9895.61,953.16,952.26,5904;5637;8631,Cancelled,UPI
D05I73249,D05C4728,D05C4861,2024-05-18,63871.78,10163.2,7629.8,3209;1239;6558,Cancelled,Cash
D05I54328,D05C3509,D05C2005,2024-02-13,439920.0,52917.38,76331.7,1713,Cancelled,UPI
D05I77866,D05C9827,D05C7324,2024-04-22,309980.89,23958.36,35923.4,7498,Paid,Cheque
D05I74392,D05C3523,D05C8208,2024-06-03,6785.92,359.79,653.66,5325;7064;5570,Pending,Cheque
D05I61751,D05C7632,D05C9569,2024-05-04,24678.62,2410.59,2388.73,6425;2876;4721,Pending,Cheque
D05I22682,D05C2264,D05C4418,2024-06-12,75839.25,7302.7,8880.71,4305;2006,Pending,Bank Transfer
D05I11225,D05C2174,D05C1310,2024-02-21,105935.44,15802.87,6939.56,7904;8345,Pending,UPI
D05I47856,D05C9805,D05C8053,2024-06-17,8963.6,810.08,475.76,7898;3447,Cancelled,Cash
D05I70918,D05C8022,D05C5734,2024-02-13,20630.85,1441.93,3061.45,2826,Pending,Cash
D05I54834,D05C8307,D05C5476,2024-03-10,30197.6,2387.82,4974.49,1662,Pending,Cheque
D05I73436,D05C4511,D05C9255,2024-06-07,26648.3,3080.42,1517.2,7828,Cancelled,UPI
D05I49747,D05C2072,D05C7114,2024-06-01,21499.1,1116.51,2734.77,1370;1942;6057,Paid,Cheque
D05I66466,D05C5486,D05C5689,2024-04-20,13384.55,2347.11,719.37,3094;6981;8432,Pending,Bank Transfer
D05I37492,D05C4527,D05C2617,2024-06-27,658466.58,33908.48,69758.08,5837;4178,Cancelled,Cheque
D05I81829,D05C9627,D05C6218,2024-03-06,39698.27,4633.04,6158.74,7102;2851,Paid,UPI
D05I51335,D05C7851,D05C8243,2024-01-16,4561.01,509.84,773.77,7834,Cancelled,Bank Transfer
D05I59767,D05C4085,D05C4322,2024-02-06,693507.42,96409.14,108604.43,5225,Paid,Cheque
D05I60711,D05C9255,D05C1630,2024-01-22,6238.3,1018.32,630.82,6415;9495;8221,Cancelled,Bank Transfer
D05I82563,D05C5949,D05C4041,2024-02-20,23346.06,3073.34,1518.72,3051;4345,Cancelled,Bank Transfer
D05I18993,D05C6148,D05C1013,2024-03-29,92839.55,11040.49,9263.94,3484,Cancelled,Cheque
D05I68851,D05C7267,D05C6041,2024-02-15,10958.23,666.38,1120.64,8061;5756;2413,Pending,Bank Transfer
D05I34681,D05C4085,D05C1622,2024-03-09,291138.84,31436.98,22485.52,8968;9386,Paid,UPI
D05I94884,D05C1323,D05C6170,2024-05-06,14260.46,1154.54,2076.63,3864,Pending,Bank Transfer
D05I29468,D05C3655,D05C7910,2024-03-29,571958.07,93045.22,91964.5,1517;2394,Pending,Bank Transfer
D05I77940,D05C1556,D05C6378,2024-01-20,12167.36,1511.42,753.91,6920;8255;6332,Paid,UPI
D05I89973,D05C3078,D05C5259,2024-04-13,606683.28,89732.78,32048.22,1986,Paid,UPI
D05I35741,D05C5221,D05C3378,2024-05-01,228654.79,35982.96,26895.88,5878;9166,Cancelled,Cheque
D05I28747,D05C3981,D05C5063,2024-01-15,29337.62,5180.09,3643.69,7854;5864,Pending,UPI
D05I20688,D05C7020,D05C8795,2024-02-23,20885.35,1707.03,1606.02,2676;9440,Pending,Cash
D05I39940,D05C3754,D05C8572,2024-06-21,572335.76,39222.52,45909.35,2010;8615;5932,Cancelled,Cheque
D05I36430,D05C6663,D05C2651,2024-02-09,28700.22,5118.2,5110.45,3405;2458,Pending,UPI
D05I74739,D05C7232,D05C9858,2024-04-29,254235.53,13273.62,14869.4,5939,Paid,Bank Transfer
D05I63370,D05C1214,D05C6353,2024-01-29,18649.8,3182.0,1168.46,8224,Paid,Bank Transfer
D05I63891,D05C5093,D05C2817,2024-01-07,11441.74,793.98,617.43,6282;4504;8189,Paid,Cheque
D05I95986,D05C1807,D05C3284,2024-04-01,13131.99,876.78,1470.05,4445;2031;1235,Paid,Cheque
D05I98999,D05C7632,D05C1397,2024-03-18,20326.81,1642.77,3292.15,5053;8134,Cancelled,Cheque
D05I84223,D05C1430,D05C5946,2024-02-05,15250.21,980.19,2471.15,4411;9885;6027,Pending,UPI
D05I83447,D05C9300,D05C6405,2024-05-16,35797.76,2714.48,2508.42,6339,Paid,Bank Transfer
D05I84231,D05C8376,D05C8691,2024-03-27,40614.81,7174.57,2639.72,1225;5753,Pending,Cash
D05I55695,D05C1310,D05C8047,2024-06-09,23717.32,3440.35,2867.83,8581;9078;4653,Pending,UPI
D05I82231,D05C7668,D05C9048,2024-06-16,6474.36,675.15,501.26,1153;9262;8527,Paid,Cheque
D05I55930,D05C7851,D05C7636,2024-04-03,150425.19,24988.13,18652.84,7542;7843;7401,Cancelled,Bank Transfer
D05I58092,D05C4025,D05C4394,2024-02-24,40233.8,7010.17,6217.57,7551,Cancelled,Bank Transfer
D05I62731,D05C6509,D05C4906,2024-01-01,219733.06,38303.38,15483.59,6209;5719;9517,Cancelled,Bank Transfer
D05I21774,D05C4235,D05C1287,2024-06-11,789206.5,88552.37,42374.96,2824;4713;8479,Paid,Cash
D05I27926,D05C1739,D05C2811,2024-04-06,15317.99,2216.59,1115.19,1356,Pending,Cheque
D05I71048,D05C7082,D05C7869,2024-05-16,44523.63,2988.97,2253.88,8080;6293,Cancelled,Bank Transfer
D05I77309,D05C8380,D05C4151,2024-06-05,16879.01,1024.13,2150.97,5823,Cancelled,Bank Transfer
D05I44213,D05C7458,D05C2636,2024-06-02,25252.59,3879.14,4411.48,4023;1537,Cancelled,Bank Transfer
D05I18152,D05C4663,D05C4398,2024-04-22,8926.89,1542.23,914.01,5388,Pending,UPI
D05I72954,D05C8626,D05C2257,2024-03-19,21224.19,3202.43,1954.15,6796;5413;4899,Cancelled,UPI
D05I75598,D05C5211,D05C6715,2024-06-14,19246.4,1545.09,3301.15,7249;6584,Paid,Bank Transfer
D05I36352,D05C6418,D05C2252,2024-04-18,62244.76,9813.04,10217.3,8189;6161,Pending,Cheque
D05I49336,D05C7189,D05C9336,2024-04-16,414081.4,55285.57,70028.04,8790;8459;3359,Paid,UPI
D05I26740,D05C2429,D05C3886,2024-06-04,164458.9,21758.11,20866.47,9742;7249;2317,Cancelled,UPI
D05I24973,D05C1084,D05C1981,2024-05-11,37623.75,6436.3,5375.67,6467;6091;2538,Paid,UPI
D05I16529,D05C7031,D05C9342,2024-02-17,422769.6,59971.02,41727.29,2577;7012,Cancelled,Cash
D05I34372,D05C1061,D05C6585,2024-02-07,23844.55,2919.55,1249.51,2293;5508;2395,Pending,UPI
D05I74946,D05C1890,D05C2080,2024-01-29,42617.04,5103.74,4501.75,6968;6233,Paid,UPI
D05I37684,D05C2174,D05C7952,2024-04-29,14111.07,1881.98,1258.56,7086,Pending,UPI
D05I35976,D05C4209,D05C9159,2024-05-22,19870.66,1956.48,2755.55,9272,Pending,Bank Transfer
D05I20032,D05C8047,D05C1961,2024-05-17,24767.28,2574.36,3974.69,2742;4793,Paid,Bank Transfer
D05I82238,D05C4069,D05C2194,2024-01-05,20646.12,3589.2,1182.04,9601,Cancelled,Cheque
D05I23608,D05C8446,D05C3792,2024-01-13,73620.28,6344.3,8795.47,3531,Cancelled,UPI
D05I83121,D05C3431,D05C1466,2024-06-21,22536.1,3746.78,1586.75,3978;9179;5644,Cancelled,Cheque
D05I95907,D05C9886,D05C9781,2024-04-02,34214.02,3991.3,5118.07,3350;2966;4334,Pending,UPI
D05I56656,D05C5484,D05C2972,2024-05-30,13866.1,1259.53,1038.32,4616,Paid,Bank Transfer
D05I65943,D05C7309,D05C7872,2024-06-02,34211.32,1865.13,2544.93,7903;4776,Cancelled,Bank Transfer
D05I48161,D05C4163,D05C2651,2024-04-09,40889.9,2176.31,3478.73,2746;6547;3899,Paid,Bank Transfer
D05I29414,D05C7327,D05C6181,2024-01-24,24422.32,2152.27,2618.73,7836,Pending,UPI
D05I91802,D05C1111,D05C2437,2024-04-08,5275.84,822.92,271.66,2140,Pending,Bank Transfer
D05I53082,D05C9763,D05C3399,2024-02-02,24624.67,2645.59,4072.43,9301;4207,Cancelled,Cash
D05I51851,D05C3868,D05C7119,2024-03-04,13192.39,1877.19,930.27,5414;3713,Cancelled,Bank Transfer
D05I39369,D05C2880,D05C7174,2024-05-28,28646.77,2916.73,2534.2,8675,Pending,Bank Transfer
D05I14526,D05C8225,D05C4511,2024-02-24,85089.09,10696.44,10267.62,2046;8348,Pending,Cash
D05I87937,D05C6841,D05C7909,2024-04-29,30678.48,5395.32,5004.06,8334;2096;6433,Pending,Cheque
D05I29388,D05C3075,D05C2437,2024-01-26,726126.26,117779.9,57997.04,7303;4239,Paid,UPI
D05I95283,D05C2263,D05C2636,2024-03-29,566565.67,33141.32,58132.88,5153,Pending,Bank Transfer
D05I64624,D05C4406,D05C9469,2024-02-10,27539.11,4509.43,1501.11,3269;1224,Pending,Bank Transfer
D05I72420,D05C6418,D05C2189,2024-01-01,14354.14,780.09,1309.59,1038;5583,Paid,UPI
D05I63186,D05C7792,D05C4275,2024-01-06,8735.92,775.13,677.49,1064,Cancelled,Cash
D05I99153,D05C5145,D05C8277,2024-05-04,5338.64,683.38,706.62,4612;9627;5273,Pending,Cash
D05I90054,D05C7309,D05C6516,2024-01-06,7144.27,965.0,688.27,2041;3758;9781,Cancelled,Cheque
D05I81561,D05C3183,D05C1769,2024-05-06,32798.99,4825.62,3864.74,8286;6003,Paid,Cheque
D05I80199,D05C6653,D05C6385,2024-05-29,557749.33,75000.2,65335.58,2429;8794;7004,Cancelled,Cheque
D05I71430,D05C6554,D05C6419,2024-05-14,14319.85,723.8,1678.79,5770;6555,Paid,UPI
D05I77854,D05C4408,D05C5945,2024-06-10,776820.09,133463.56,62844.71,8256;9899;4270,Cancelled,Cheque
D05I81856,D05C9138,D05C8272,2024-02-02,8873.8,1540.78,504.07,7970;3155,Paid,UPI
D05I57424,D05C8516,D05C7431,2024-04-14,16987.58,2100.64,883.49,2032,Pending,Cheque
D05I98352,D05C7409,D05C9788,2024-01-21,13097.89,929.79,1227.51,9884;4545,Pending,Cash
D05I35210,D05C1081,D05C9524,2024-06-07,113464.89,17507.18,18344.09,8520;6881;4897,Paid,Bank Transfer
D05I40855,D05C1592,D05C9147,2024-03-09,5658.44,874.6,625.53,5382;2673;9943,Cancelled,Bank Transfer
D05I33735,D05C6230,D05C5211,2024-01-17,8048.6,1202.62,553.56,5503;8433;4564,Paid,UPI
D05I63745,D05C6555,D05C6509,2024-06-29,38326.14,6216.67,3449.59,2893;9328;3866,Cancelled,Cash
D05I44138,D05C8134,D05C5946,2024-02-02,18223.24,1547.14,3058.8,5316;4318;4769,Paid,Bank Transfer
