invoice_id,seller_id,buyer_id,invoice_date,amount,gst_amount,itc_claimed,invoice_items,status,payment_method
D09I16382,D09C6146,D09C9584,2024-06-29,19721.31,2876.03,2188.39,3870,Paid,Cash
D09I59217,D09C8447,D09C6022,2024-02-27,22698.84,1433.27,1399.75,3096,Cancelled,UPI
D09I57415,D09C6797,D09C8620,2024-01-11,534487.03,91683.53,82971.66,2371,Cancelled,Cash
D09I86539,D09C3518,D09C5169,2024-01-05,25919.05,1450.67,2853.56,6559;2439;4286,Pending,Bank Transfer
D09I36816,D09C3350,D09C3361,2024-05-05,31647.92,3949.88,4465.07,2958;2045;8744,Paid,UPI
D09I75936,D09C6464,D09C9245,2024-06-01,9951.7,1638.07,519.53,9226;1128;5816,Cancelled,Bank Transfer
D09I97964,D09C8198,D09C9032,2024-04-11,16544.19,1487.15,932.58,3137;6608,Paid,Cash
D09I21819,D09C6773,D09C8161,2024-05-11,17872.01,1007.24,2606.44,5656;7358,Pending,Cheque
D09I53840,D09C2839,D09C5132,2024-05-02,6561.74,672.21,862.55,3674;2262;9529,Cancelled,Cheque
D09I79560,D09C2842,D09C7325,2024-02-18,30252.39,1709.55,4082.76,1737;6032;9716,Cancelled,UPI
D09I92022,D09C3185,D09C4921,2024-02-12,51032.78,6808.86,7866.36,4006,Cancelled,Cash
D09I90073,D09C9327,D09C6637,2024-05-30,27934.69,4991.28,1752.78,2790;8471;2171,Pending,UPI
D09I14666,D09C3812,D09C5739,2024-04-16,18841.57,2719.11,2039.9,6045;4804;7937,Pending,Bank Transfer
D09I10364,D09C7013,D09C7487,2024-01-06,67163.41,11796.03,8955.46,7806,Cancelled,Cheque
D09I31642,D09C3667,D09C6395,2024-06-24,37673.38,5192.0,2870.15,1204;9653,Paid,UPI
D09I43328,D09C1642,D09C1174,2024-05-20,12445.85,1634.46,1997.33,5307;6543,Paid,Cash
D09I11102,D09C8446,D09C7985,2024-01-19,23404.43,3429.47,2836.37,3140;7590;3775,Cancelled,UPI
D09I34022,D09C1129,D09C5809,2024-04-24,18562.46,2022.49,2072.31,4336;6654;7298,Pending,Cheque
D09I23303,D09C7794,D09C4421,2024-04-24,21294.24,1684.52,1216.28,3261;5713,Cancelled,Cheque
