company_id,name,GSTIN,PAN,registration_date,address,city,state,industry,avg_monthly_turnover,is_shell,is_high_risk,is_fraud,total_sent_amount,sent_invoice_count,avg_sent_amount,std_sent_amount,total_itc_sent,total_gst_sent,total_received_amount,received_invoice_count,avg_received_amount,std_received_amount,total_itc_received,total_gst_received,total_invoices,total_amount_all,avg_invoice_amount,total_itc_all,total_gst_all,itc_ratio
D09C9228,Star 000,TSWLRWG7849Q8031,WLRWG7849Q,2019-10-26,"42 MG Road, Pune",Chennai,TS,Consulting,132806.41,0,0,0,168130.55000000002,2.0,84065.27500000001,97979.29654095936,20127.9,16882.82,722579.31,8.0,90322.41375,153992.1929757058,93855.54000000001,106312.46,10.0,890709.8600000001,89070.986,113983.44,123195.28,0.12796921322954705
D09C9983,Tech 001,GJJELCQ8689B6735,JELCQ8689B,2023-03-14,"360 MG Road, Kolkata",Surat,GJ,Energy,176044.07,0,0,0,159148.49,6.0,26524.748333333333,33127.43389416658,20857.6,22377.08,7192.28,1.0,7192.28,0.0,888.02,1029.72,7.0,166340.77,23762.967142857142,21745.62,23406.800000000003,0.13072934554769705
D09C7336,Acme 002,MHPQRIH9950X2663,PQRIH9950X,2021-02-11,"546 Ring Rd, Chennai",Mumbai,MH,Chemicals,390645.82,0,0,0,284792.01,8.0,35599.00125,26663.45819788597,36285.35,36840.43,177285.99,5.0,35457.198,35731.8286020023,19882.54,17359.98,13.0,462078.0,35544.46153846154,56167.89,54200.41,0.12155499720826354
D09C1533,Tech 003,TNTXWYQ3502N6790,TXWYQ3502N,2023-05-11,"159 Station Rd, Surat",Surat,TN,Pharma,100000.0,0,0,0,154288.72,3.0,51429.573333333334,30692.712140327923,13605.76,16242.31,80828.35,2.0,40414.175,17704.928496078428,10001.81,12691.6,5.0,235117.07,47023.414000000004,23607.57,28933.91,0.10040772454335195
D09C8357,Global 004,MHBKTOH0777R2801,BKTOH0777R,2020-03-02,"50 Ring Rd, Hyderabad",Kolkata,MH,Manufacturing,174547.64,0,1,1,2005190.48,4.0,501297.62,182577.30284118507,158647.05,198445.24,643862.91,4.0,160965.7275,280623.6846259472,82257.64,91969.39,8.0,2649053.39,331131.67375,240904.69,290414.63,0.09093991495580993
D09C2740,Prime 005,MHBLOKI1003D7764,BLOKI1003D,2019-03-17,"962 Market Rd, Bengaluru",Mumbai,MH,Energy,157378.06,0,0,0,139891.72999999998,4.0,34972.932499999995,40583.27658807863,17196.9,16386.55,735161.33,6.0,122526.88833333332,149891.3051547217,71176.82999999999,85404.53,10.0,875053.0599999999,87505.306,88373.72999999998,101791.08,0.1009924243908135
D09C7798,Prime 006,GJCXZXG9238D7587,CXZXG9238D,2020-04-02,"371 Ring Rd, Chennai",Jaipur,GJ,Telecom,126834.61,0,0,0,148466.37,4.0,37116.5925,22191.027661718563,16693.63,21964.41,196522.1,6.0,32753.683333333334,17026.357470237337,21731.24,18147.4,10.0,344988.47,34498.846999999994,38424.87,40111.81,0.11138015713974443
D09C6869,Prime 007,KAEUIGE9429E9575,EUIGE9429E,2023-01-19,"708 Tech Park, Mumbai",Mumbai,KA,Construction,100000.0,0,0,0,127653.09,4.0,31913.2725,21101.788413717248,13003.79,18548.29,711013.0599999999,6.0,118502.17666666665,185898.49641657327,68565.97,113146.58,10.0,838666.1499999999,83866.61499999999,81569.76000000001,131694.87,0.09726129998212044
D09C1669,Star 008,RJNJKGH8452J8360,NJKGH8452J,2023-04-28,"742 Tech Park, Delhi",Delhi,RJ,Chemicals,127298.2,0,0,0,282247.66000000003,10.0,28224.766000000003,12690.630159115382,28538.120000000003,28811.16,1303420.94,8.0,162927.6175,278405.7460406775,172432.01,105310.1,18.0,1585668.6,88092.70000000001,200970.13,134121.26,0.12674157134725378
D09C9707,Prime 009,TNTOGKO1882Q7077,TOGKO1882Q,2023-02-28,"211 Industrial Area, Bengaluru",Jaipur,TN,Retail,996375.99,0,1,1,1011197.69,2.0,505598.845,49898.9628423482,115882.35,66050.72,453257.28,2.0,226628.64,291212.8061542023,52747.380000000005,59164.649999999994,4.0,1464454.97,366113.7425,168629.73,125215.37,0.1151484569033898
