company_id,name,GSTIN,PAN,registration_date,address,city,state,industry,avg_monthly_turnover,is_shell,is_high_risk,is_fraud,total_sent_amount,sent_invoice_count,avg_sent_amount,std_sent_amount,total_itc_sent,total_gst_sent,total_received_amount,received_invoice_count,avg_received_amount,std_received_amount,total_itc_received,total_gst_received,total_invoices,total_amount_all,avg_invoice_amount,total_itc_all,total_gst_all,itc_ratio
D08C5360,Prime 000,WBOIQUW1626X9685,OIQUW1626X,2022-01-31,"377 Outer Ring, Mumbai",Pune,WB,Retail,100000.0,0,0,0,277871.49,7.0,39695.927142857145,13684.293500793423,31079.15,33829.74,511186.51999999996,5.0,102237.30399999999,129794.17700142188,58685.43,39787.83,12.0,789058.01,65754.83416666667,89764.58,73617.57,0.11376169921904727
D08C6199,Global 001,RJKNVNA5999X4171,KNVNA5999X,2020-07-08,"150 Ring Rd, Surat",Pune,RJ,Consulting,159263.55,0,0,0,33344.979999999996,2.0,16672.489999999998,12683.275339193733,2791.54,2496.55,221605.43,6.0,36934.238333333335,39407.04746012592,35997.14,17753.37,8.0,254950.40999999997,31868.801249999997,38788.68,20249.92,0.15214205774370004
D08C6693,Tech 002,DLOYIML6382L7699,OYIML6382L,2021-08-01,"614 MG Road, Bengaluru",Surat,DL,Food & Bev,105382.31,0,0,0,305423.70999999996,8.0,38177.963749999995,45436.11589908562,32497.08,37257.119999999995,121212.72,4.0,30303.18,17630.49535969802,9120.83,12545.24,12.0,426636.42999999993,35553.03583333333,41617.91,49802.35999999999,0.09754888957794816
D08C2457,Prime 003,GJYQOUM1976Z9800,YQOUM1976Z,2018-09-20,"96 Industrial Area, Jaipur",Mumbai,GJ,IT Services,100000.0,0,0,0,234947.74,6.0,39157.956666666665,31365.901015127027,32418.91,26162.06,745656.53,9.0,82850.72555555556,139308.18432183636,80673.7,66724.13,15.0,980604.27,65373.618,113092.61,92886.19,0.11532951003772399
D08C5361,Prime 004,MHSZDAE0874B3870,SZDAE0874B,2022-11-15,"975 Industrial Area, Ahmedabad",Chennai,MH,Metals,437294.55,0,0,0,51175.229999999996,2.0,25587.614999999998,2124.79223785527,7872.59,8512.59,139109.14,3.0,46369.71333333334,11622.595183246869,20972.93,15443.14,5.0,190284.37,38056.873999999996,28845.52,23955.73,0.1515916414995094
D08C8536,Star 005,GJKUXAB3190R6178,KUXAB3190R,2019-06-03,"468 Outer Ring, Pune",Delhi,GJ,Construction,116574.69,0,0,0,134473.11,3.0,44824.369999999995,21127.360311664586,18096.05,16152.869999999999,1059831.49,5.0,211966.298,256294.2332084866,136404.39,133860.22,8.0,1194304.6,149288.075,154500.44,150013.09,0.12936435143932293
D08C2925,Star 006,GJQIEFA8652Z1869,QIEFA8652Z,2023-07-26,"465 Station Rd, Chennai",Bengaluru,GJ,Textiles,100000.0,0,0,0,70350.94,3.0,23450.313333333335,11816.25821650125,6681.0599999999995,9097.89,187469.99,4.0,46867.4975,51572.03786155269,15238.56,28229.280000000002,7.0,257820.93,36831.561428571425,21919.62,37327.17,0.08501877640422753
D08C9463,Star 007,GJQMBFL6378C2471,QMBFL6378C,2021-05-15,"852 Market Rd, Surat",Bengaluru,GJ,Manufacturing,344272.03,0,0,0,615192.7,12.0,51266.05833333333,45919.085749871694,70139.48,58130.9,905246.58,10.0,90524.658,162843.68944749152,131106.77,146424.0,22.0,1520439.2799999998,69110.87636363636,201246.25,204554.9,0.13236059647183018
D08C1147,Star 008,MHBVTOE7328L7104,BVTOE7328L,2022-08-11,"863 Station Rd, Kolkata",Hyderabad,MH,Logistics,100000.0,0,0,0,30253.81,2.0,15126.905,4467.946120808756,3389.31,3694.16,24988.15,1.0,24988.15,0.0,3590.46,3092.67,3.0,55241.96000000001,18413.986666666668,6979.77,6786.83,0.12634906509472146
D08C2604,Tech 009,GJSPIRI0852Y3952,SPIRI0852Y,2019-07-15,"537 Market Rd, Delhi",Mumbai,GJ,Energy,100000.0,0,0,0,49430.350000000006,3.0,16476.783333333336,8066.788811920971,6672.84,4794.43,901064.35,5.0,180212.87,268231.92315712204,115148.82999999999,63784.28,8.0,950494.7,118811.8375,121821.66999999998,68578.70999999999,0.12816659577375863
