invoice_id,seller_id,buyer_id,invoice_date,amount,gst_amount,itc_claimed,invoice_items,status,payment_method
D03I23193,D03C1577,D03C7013,2024-04-15,32242.54,3553.97,5674.33,8259,Cancelled,Cash
D03I85811,D03C8985,D03C9676,2024-04-10,24963.7,4301.88,2137.81,1758;2747,Paid,Cheque
D03I43648,D03C9754,D03C1049,2024-04-02,40287.23,3506.81,5007.87,1043;6091;5566,Pending,Cash
D03I39473,D03C1822,D03C9346,2024-03-04,41394.8,6580.24,4912.14,4547,Pending,Cheque
D03I89955,D03C3307,D03C4938,2024-04-23,37985.64,4998.97,6570.24,5657,Cancelled,Cheque
D03I37976,D03C9616,D03C8452,2024-05-31,238870.93,36119.76,37405.72,8540;5974,Paid,Cheque
D03I40128,D03C1682,D03C2751,2024-05-06,214821.95,35855.57,18800.23,9695,Cancelled,UPI
D03I75473,D03C1602,D03C1594,2024-06-01,39241.35,3350.09,5478.33,3115;4514,Pending,Bank Transfer
D03I85484,D03C7513,D03C6490,2024-03-03,33506.2,2736.02,2698.28,5690;4059;2102,Pending,Cash
D03I60400,D03C2792,D03C1362,2024-04-01,639609.24,95277.68,70007.63,4292;3818;9240,Cancelled,UPI
D03I19702,D03C5826,D03C7815,2024-05-14,117496.48,20386.23,13909.65,1935;5804,Cancelled,UPI
D03I20702,D03C8853,D03C3399,2024-01-13,580349.93,83061.58,72662.59,7032;8719;1875,Pending,UPI
D03I91511,D03C2669,D03C5115,2024-05-23,11624.87,1870.72,928.34,5345,Pending,Cheque
D03I97951,D03C1176,D03C1226,2024-04-14,23307.94,2436.19,1610.28,5676;3662,Paid,Bank Transfer
D03I15946,D03C2512,D03C7359,2024-03-23,28795.22,3211.31,2506.26,8789,Cancelled,Bank Transfer
D03I23875,D03C9432,D03C5519,2024-01-04,18314.66,1162.79,1260.39,1825;3828;5563,Paid,Cash
D03I14189,D03C8746,D03C8754,2024-04-21,25836.07,2015.16,2899.81,8316;3499;9005,Paid,UPI
D03I50481,D03C5239,D03C3843,2024-02-20,26930.96,2348.04,2046.38,1722;7752;7888,Pending,Cheque
D03I65321,D03C9217,D03C5616,2024-04-28,17056.25,1081.32,2303.96,1678,Pending,UPI
D03I55121,D03C1431,D03C9524,2024-01-09,51449.39,3690.83,5639.96,9311;7115,Cancelled,Cheque
D03I66238,D03C9575,D03C2786,2024-04-18,14464.51,1551.75,939.55,2348,Paid,Cash
D03I67336,D03C2104,D03C2883,2024-06-23,27645.61,4528.72,3185.09,3533;7062,Pending,UPI
D03I21427,D03C9636,D03C3169,2024-04-16,30994.97,4325.38,2670.27,3803,Paid,Bank Transfer
D03I21781,D03C9715,D03C8550,2024-03-11,20016.81,1102.94,1146.46,8944;8080,Cancelled,Bank Transfer
D03I30642,D03C6876,D03C7674,2024-04-06,16921.18,1819.89,2336.37,3473;6872;3291,Paid,Cash
D03I25480,D03C4603,D03C9937,2024-04-13,740994.4,57641.42,96448.85,5036;6826;4062,Pending,Cheque
D03I58207,D03C3866,D03C5714,2024-03-15,5199.46,440.63,892.76,6516,Paid,UPI
D03I42402,D03C6011,D03C5685,2024-06-18,4036.65,678.16,338.97,7692,Pending,Cheque
