invoice_id,seller_id,buyer_id,invoice_date,amount,gst_amount,itc_claimed,invoice_items,status,payment_method
D07I40724,D07C6731,D07C2463,2024-04-27,21016.01,1703.06,3292.22,1546;3559;3393,Paid,UPI
D07I66196,D07C6208,D07C9626,2024-05-05,52971.22,6165.18,5625.92,3757;3517,Pending,UPI
D07I30829,D07C7290,D07C2678,2024-04-17,30003.89,4045.41,2526.86,9829;9248,Pending,Cheque
D07I79116,D07C2463,D07C3547,2024-01-17,278023.22,32155.85,36362.38,2691;7957,Pending,Bank Transfer
D07I66403,D07C4655,D07C7771,2024-03-19,86637.78,7698.81,10100.35,8943;7770,Cancelled,Bank Transfer
D07I19825,D07C8698,D07C6583,2024-01-18,578179.54,69427.4,58560.42,9608,Cancelled,UPI
D07I57818,D07C5723,D07C8047,2024-04-20,15489.23,2078.95,810.37,2070;6150,Paid,UPI
D07I27441,D07C8427,D07C6188,2024-05-27,14035.19,1270.03,2362.39,9378;6856;8378,Cancelled,UPI
D07I84291,D07C5492,D07C7825,2024-01-20,7015.03,1206.87,409.82,9984;9253;6465,Cancelled,Bank Transfer
D07I80279,D07C3137,D07C8977,2024-02-11,4351.14,399.78,779.06,7349;7033;8473,Cancelled,Cash
D07I81725,D07C2539,D07C2976,2024-01-23,23990.05,1297.51,1798.12,7797,Cancelled,UPI
D07I40990,D07C1685,D07C7548,2024-05-03,28001.55,1978.8,1549.03,5369,Cancelled,Bank Transfer
D07I13704,D07C8454,D07C3849,2024-06-27,2484.32,431.57,406.19,8517,Paid,Cash
D07I75885,D07C9852,D07C1576,2024-05-29,277127.24,46112.65,48397.68,5495,Pending,UPI
D07I21130,D07C9381,D07C8118,2024-06-09,22716.69,3088.42,3105.23,7086;5402,Cancelled,UPI
D07I85231,D07C6246,D07C1019,2024-05-02,23773.45,3459.44,2467.12,8320,Paid,Cheque
D07I31265,D07C7799,D07C3800,2024-05-01,378711.88,62273.04,39862.05,3982;8369,Pending,Cheque
D07I35265,D07C5673,D07C5169,2024-05-04,56670.22,9784.99,5057.76,3570;4551;1198,Paid,Bank Transfer
D07I29261,D07C5571,D07C9488,2024-01-28,538017.86,88703.99,61334.4,9751,Pending,Cheque
D07I26384,D07C1486,D07C4316,2024-05-29,183158.1,21651.38,26632.83,9217;2639,Paid,Bank Transfer
D07I73012,D07C9750,D07C3502,2024-04-20,26374.35,2502.33,3104.86,4737;7167,Paid,Bank Transfer
D07I43210,D07C1084,D07C1031,2024-05-26,59112.0,9418.51,8108.79,4103,Pending,Cheque
D07I33529,D07C3708,D07C6359,2024-04-01,67919.29,7783.21,8961.29,8242;9941,Paid,UPI
D07I62557,D07C8111,D07C9132,2024-03-23,59640.89,4853.56,10290.52,5681,Paid,UPI
D07I60936,D07C2670,D07C8806,2024-04-06,653605.82,50082.35,78282.76,6470;1800,Cancelled,Cash
D07I56688,D07C9286,D07C1727,2024-03-02,12089.33,849.02,743.55,7918;2908;8698,Pending,UPI
D07I44905,D07C7495,D07C3800,2024-04-26,34313.2,4158.12,3442.97,2359,Pending,Cheque
D07I77835,D07C7412,D07C3849,2024-03-13,54640.77,2797.95,4390.04,3312;5357,Cancelled,Cash
D07I79684,D07C5134,D07C4828,2024-06-15,14754.66,2567.25,1101.57,3011;7108;7080,Pending,Cheque
D07I93249,D07C4880,D07C7519,2024-06-26,9871.51,753.27,836.92,4886,Pending,UPI
D07I94170,D07C1286,D07C8557,2024-04-03,33673.5,5530.5,2094.07,4604;1720,Cancelled,Cheque
D07I34721,D07C7408,D07C7390,2024-06-25,10240.2,1273.18,587.29,5597;5845,Cancelled,UPI
D07I73724,D07C2204,D07C1097,2024-01-31,137884.4,13275.38,16096.42,9258,Pending,Cash
D07I35397,D07C7629,D07C7943,2024-03-23,26109.42,1711.52,1557.55,4692,Paid,UPI
D07I60083,D07C4977,D07C9588,2024-01-04,12367.02,1646.53,664.69,6140,Cancelled,UPI
D07I71118,D07C1069,D07C7510,2024-06-24,16716.17,2337.79,1695.07,8936,Pending,Cash
D07I50336,D07C2678,D07C2721,2024-06-08,14168.37,2401.97,1806.77,5773;6242,Cancelled,Cheque
D07I15516,D07C7825,D07C8461,2024-05-12,83264.25,14986.89,11904.85,7871;1582,Pending,Bank Transfer
D07I68384,D07C2357,D07C9778,2024-06-24,378116.33,30150.32,66773.48,3345;8597;1184,Cancelled,Bank Transfer
D07I11733,D07C4746,D07C2051,2024-01-24,30045.31,4327.75,1580.25,2510;7601;9932,Pending,Cash
D07I15602,D07C2336,D07C6013,2024-05-21,13115.31,721.59,2357.94,7101;2442,Pending,Bank Transfer
D07I87970,D07C4320,D07C1505,2024-01-03,1681.85,225.76,121.54,1523;7532;8756,Pending,Bank Transfer
D07I66265,D07C9959,D07C4929,2024-06-14,625470.42,33268.63,100048.95,9456;6284,Cancelled,Bank Transfer
D07I53990,D07C1969,D07C4828,2024-05-31,744802.43,124978.04,125764.23,1527;8441;3572,Cancelled,UPI
