company_id,name,GSTIN,PAN,registration_date,address,city,state,industry,avg_monthly_turnover,is_shell,is_high_risk,is_fraud,total_sent_amount,sent_invoice_count,avg_sent_amount,std_sent_amount,total_itc_sent,total_gst_sent,total_received_amount,received_invoice_count,avg_received_amount,std_received_amount,total_itc_received,total_gst_received,total_invoices,total_amount_all,avg_invoice_amount,total_itc_all,total_gst_all,itc_ratio
D07C6641,Star 000,DLJTYLU4928P7367,JTYLU4928P,2022-08-20,"949 Station Rd, Pune",Jaipur,DL,Telecom,100000.0,0,0,0,62539.850000000006,2.0,31269.925000000003,2600.9579443062894,9552.380000000001,7765.950000000001,85112.0,4.0,21278.0,16230.983343443282,9180.9,9328.67,6.0,147651.85,24608.641666666666,18733.28,17094.620000000003,0.12687467173624983
D07C1734,Star 001,MHNOKHY8668Q2248,NOKHY8668Q,2021-02-04,"320 Main St, Hyderabad",Jaipur,MH,IT Services,100000.0,0,0,0,197193.81,6.0,32865.635,48619.37031975126,24745.260000000002,21985.14,59561.05,3.0,19853.683333333334,7274.20266638436,6721.57,6373.21,9.0,256754.86,28528.317777777775,31466.83,28358.35,0.12255592747105158
D07C5685,Global 002,GJYSEVJ1337G4081,YSEVJ1337G,2022-03-01,"823 Outer Ring, Ahmedabad",Delhi,GJ,Construction,259263.99,0,0,0,75065.67,4.0,18766.4175,10994.625338807973,12090.02,8638.36,89571.06999999999,4.0,22392.767499999998,11374.6876282864,12158.71,8933.869999999999,8.0,164636.74,20579.5925,24248.73,17572.23,0.14728626186354274
D07C6350,Star 003,GJVJBQD9444R1985,VJBQD9444R,2022-01-07,"787 Outer Ring, Mumbai",Surat,GJ,Manufacturing,582939.57,0,0,0,318838.62,4.0,79709.655,97697.17080482063,30712.47,27268.59,645334.5499999999,5.0,129066.90999999999,149952.88690783232,100105.81,66053.15,9.0,964173.1699999999,107130.35222222221,130818.28,93321.73999999999,0.13567923695698772
D07C9917,Star 004,GJQJEZO3599D3093,QJEZO3599D,2020-04-24,"96 Main St, Kolkata",Chennai,GJ,Chemicals,100000.0,0,0,0,243375.52000000002,5.0,48675.10400000001,14689.829705508164,36481.76,33596.63,27837.91,1.0,27837.91,0.0,4950.53,2323.22,6.0,271213.43,45202.238333333335,41432.29,35919.85,0.15276636558890172
D07C9728,Tech 005,GJVQNIW4829N2299,VQNIW4829N,2021-07-28,"826 Outer Ring, Mumbai",Chennai,GJ,Food & Bev,191695.92,0,0,0,152641.57,5.0,30528.314000000002,12905.615250011522,21511.83,18921.23,160091.64,6.0,26681.940000000002,16646.753065497185,13400.85,21640.44,11.0,312733.21,28430.29181818182,34912.68,40561.67,0.1116372642355444
D07C9023,Star 006,GJZKEVQ7001S1780,ZKEVQ7001S,2023-08-10,"386 Outer Ring, Chennai",Mumbai,GJ,Chemicals,206433.49,0,0,0,60012.490000000005,4.0,15003.122500000001,6498.0363948728145,7405.279999999999,7856.96,626736.68,6.0,104456.11333333334,196431.2502727783,57199.26,81959.89000000001,10.0,686749.17,68674.917,64604.54,89816.85000000002,0.09407297863934805
D07C1190,Tech 007,KANYLEC2256E5135,NYLEC2256E,2020-03-27,"298 Industrial Area, Kolkata",Delhi,KA,Manufacturing,191348.11,0,0,0,62706.579999999994,3.0,20902.193333333333,15785.151205770357,7892.25,8435.74,285883.25,3.0,95294.41666666667,59483.18745575285,29313.3,39706.44,6.0,348589.83,58098.305,37205.55,48142.18,0.10673159914045685
D07C1953,Prime 008,MHNZETE0665I7014,NZETE0665I,2022-11-26,"940 Market Rd, Ahmedabad",Hyderabad,MH,Telecom,161627.88,0,0,0,112842.0,5.0,22568.4,14556.592034398025,11359.17,14183.76,469077.34,7.0,67011.04857142858,71806.1989449647,57222.26,45413.479999999996,12.0,581919.3400000001,48493.27833333334,68581.43000000001,59597.24,0.11785384208058801
D07C5879,Acme 009,GJZPBGO0701B7139,ZPBGO0701B,2023-05-27,"995 Main St, Kolkata",Delhi,GJ,Metals,575326.77,0,0,0,48508.700000000004,2.0,24254.350000000002,15105.89388221697,8018.8,5376.05,129335.45999999999,3.0,43111.82,47859.56764849949,12691.42,17850.6,5.0,177844.16,35568.832,20710.22,23226.649999999998,0.11645150450821663
D07C9094,Star 010,GJYLHQQ2578I4372,YLHQQ2578I,2023-02-13,"470 Ring Rd, Delhi",Delhi,GJ,Energy,424000.87,0,0,0,123278.68000000001,7.0,17611.24,11853.123926781216,13426.36,14755.06,939879.78,8.0,117484.9725,226003.53049009608,106042.03,104450.54000000001,15.0,1063158.46,70877.23066666667,119468.39,119205.6,0.1123711981749174
D07C4994,Acme 011,TSPUYCV8569D2025,PUYCV8569D,2022-07-26,"736 Station Rd, Jaipur",Bengaluru,TS,Automotive,135543.31,0,0,0,54383.16,4.0,13595.79,9516.255900247745,4130.7699999999995,7677.99,157902.83,5.0,31580.566,34566.062127824596,20739.83,19979.9,9.0,212285.99,23587.33222222222,24870.600000000002,27657.89,0.1171561062508176
D07C2681,Star 012,MHCQRPZ5815R2959,CQRPZ5815R,2019-04-22,"542 Market Rd, Bengaluru",Ahmedabad,MH,Retail,118975.86,0,0,0,77331.88,3.0,25777.293333333335,2631.2521547037886,9016.85,10660.43,327599.85,2.0,163799.925,186769.87481068794,39358.55,28099.81,5.0,404931.73,80986.34599999999,48375.4,38760.240000000005,0.11946557015919697
D07C6898,Acme 013,TNHTGOQ4087C6964,HTGOQ4087C,2023-10-21,"489 Ring Rd, Pune",Surat,TN,Textiles,242532.16,0,0,0,159009.36000000002,6.0,26501.56,28924.702713585153,15629.24,18555.39,635166.6799999999,5.0,127033.33599999998,210391.099675134,108160.63,89278.82,11.0,794176.0399999999,72197.82181818181,123789.87000000001,107834.21,0.1558720784374205
D07C3124,Acme 014,GJMFYDA0047W2146,MFYDA0047W,2022-03-24,"808 Tech Park, Mumbai",Pune,GJ,Food & Bev,100000.0,0,0,0,142983.02000000002,5.0,28596.604000000003,23375.799811570727,19960.949999999997,15569.169999999998,548222.14,5.0,109644.428,189564.81635643222,72494.3,79588.25,10.0,691205.16,69120.516,92455.25,95157.42,0.13375949045287797
D07C6132,Star 015,GJNUKNQ5900G8277,NUKNQ5900G,2022-10-02,"944 MG Road, Jaipur",Jaipur,GJ,Consulting,100000.0,0,0,0,207646.04,6.0,34607.67333333333,22060.275815351597,22582.420000000002,21838.56,54396.630000000005,2.0,27198.315000000002,17699.667621626402,3928.5299999999997,4231.49,8.0,262042.67,32755.33375,26510.95,26070.050000000003,0.10117035519444219
D07C4888,Prime 016,RJNCJNG9102Z8534,NCJNG9102Z,2018-02-04,"649 Tech Park, Bengaluru",Kolkata,RJ,Pharma,341697.54,0,0,0,135599.77,6.0,22599.961666666666,23733.35154767941,11670.32,12279.99,662240.5599999999,5.0,132448.112,249983.4763936571,62498.1,109219.38,11.0,797840.33,72530.93909090909,74168.42,121499.37000000001,0.09296148265656112
D07C1505,Tech 017,RJGPZQG7623D5506,GPZQG7623D,2022-08-21,"484 MG Road, Delhi",Delhi,RJ,Textiles,334806.74,0,0,0,186892.8,5.0,37378.56,39047.15838590691,17906.75,17350.95,224859.28,10.0,22485.928,17478.559090600625,27407.5,26875.25,15.0,411752.07999999996,27450.138666666662,45314.25,44226.2,0.11005226737409561
D07C1491,Prime 018,TSEMVAX5629E7601,EMVAX5629E,2023-05-12,"398 Outer Ring, Hyderabad",Bengaluru,TS,Pharma,179810.07,0,0,0,114185.59,4.0,28546.3975,14034.75162931494,16367.34,15185.77,171499.26,4.0,42874.815,39860.641323516524,19455.97,10858.550000000001,8.0,285684.85,35710.60625,35823.31,26044.32,0.12539450376875078
