invoice_id,seller_id,buyer_id,invoice_date,amount,gst_amount,itc_claimed,invoice_items,status,payment_method
D04I75716,D04C2980,D04C4235,2024-01-17,5954.76,913.06,386.29,7395,Cancelled,Bank Transfer
D04I60942,D04C3334,D04C6155,2024-02-04,40362.36,4467.45,5458.94,1110;3371;3805,Paid,Cash
D04I34695,D04C5027,D04C3200,2024-02-22,15893.59,2240.69,2322.86,5574,Pending,Bank Transfer
D04I88841,D04C4534,D04C2897,2024-04-05,35619.43,2148.69,3808.99,7470;6138,Paid,Cash
D04I65877,D04C8515,D04C1132,2024-05-24,14960.44,1261.16,1141.59,4223,Cancelled,Bank Transfer
D04I35454,D04C8426,D04C7828,2024-05-30,417606.93,42274.13,33355.1,2879,Pending,Bank Transfer
D04I20868,D04C6795,D04C2885,2024-04-26,7746.11,1268.98,672.81,7380;3715,Paid,UPI
D04I14117,D04C7281,D04C1059,2024-05-26,6613.48,705.88,387.21,3471;9059;5320,Cancelled,Cheque
D04I46271,D04C8354,D04C9985,2024-05-20,40790.76,3441.28,2962.81,9513;8763,Pending,Cheque
D04I14915,D04C9664,D04C3103,2024-06-18,64151.73,9198.19,8931.63,6767,Cancelled,Bank Transfer
D04I54057,D04C2836,D04C9663,2024-05-01,19873.69,1204.56,1600.59,9814;8151;7412,Cancelled,Bank Transfer
D04I70509,D04C1200,D04C3480,2024-01-27,5009.72,351.43,579.85,6743;6830;9509,Paid,UPI
D04I70804,D04C9058,D04C8102,2024-02-04,14615.72,1296.38,2319.07,8911;3742;1563,Paid,UPI
D04I80697,D04C7554,D04C8420,2024-05-08,38365.1,3924.05,3361.56,6232,Pending,UPI
D04I96933,D04C5856,D04C8629,2024-05-21,38674.3,5354.15,2329.11,8870;4192;8824,Cancelled,UPI
D04I57093,D04C1161,D04C7434,2024-04-23,441690.7,30556.87,50020.63,7571;8197;9053,Paid,Cash
D04I56170,D04C8221,D04C5836,2024-06-14,44964.15,2946.44,3534.54,1206;4908;9635,Cancelled,Cash
D04I60682,D04C9777,D04C9946,2024-01-27,16208.09,2506.84,1546.94,3770,Pending,Cash
D04I52865,D04C3102,D04C2428,2024-04-13,33776.31,1993.51,4527.2,4210;7247;7635,Pending,Cash
D04I17365,D04C9932,D04C5215,2024-04-20,40458.04,5222.88,5926.6,8008,Pending,Cheque
D04I64793,D04C2465,D04C2094,2024-04-09,40621.24,6660.95,2960.99,5802;7739,Cancelled,Bank Transfer
D04I87835,D04C7468,D04C8592,2024-03-16,11615.46,1467.03,1872.62,3225;4401,Cancelled,Cheque
D04I59894,D04C9008,D04C8120,2024-01-02,19371.13,1317.88,2704.51,5390;3925;9516,Cancelled,UPI
D04I73056,D04C2239,D04C1067,2024-04-18,38659.83,4842.12,2935.46,7750;3445,Paid,Bank Transfer
D04I60385,D04C5697,D04C2863,2024-01-16,480870.51,58931.15,73722.18,2004;6191,Pending,Cheque
D04I78327,D04C5742,D04C1730,2024-01-08,17571.55,2168.14,2096.14,1234;3340;7857,Cancelled,Cheque
D04I45134,D04C9857,D04C5179,2024-01-08,64439.09,7612.52,7674.7,8484,Cancelled,Cheque
D04I49261,D04C3420,D04C7266,2024-03-29,22649.21,1622.3,2949.43,9113;2074,Pending,Cash
D04I62661,D04C5164,D04C9686,2024-01-11,59957.25,6987.31,7799.13,4336,Paid,Bank Transfer
D04I15606,D04C9957,D04C6601,2024-04-01,28709.54,2994.47,2614.77,4134;7629,Pending,Cheque
D04I78056,D04C2585,D04C5998,2024-01-20,55074.76,4053.95,8689.69,9246;6479;7932,Pending,Cash
D04I18046,D04C5843,D04C4104,2024-03-30,340635.85,56050.36,20652.38,2346,Pending,Cheque
D04I44034,D04C7880,D04C7938,2024-06-17,12229.5,1313.66,1524.13,9501;6663,Paid,UPI
D04I32218,D04C5998,D04C7496,2024-05-05,46629.15,6022.54,7415.61,6723;7180;9047,Cancelled,Bank Transfer
D04I49951,D04C3927,D04C1615,2024-06-20,9174.85,1113.21,1288.01,3748,Pending,Cash
D04I65267,D04C3208,D04C7693,2024-04-24,44406.49,2903.52,6254.82,2386;5701,Cancelled,Cheque
D04I95342,D04C4345,D04C7240,2024-02-01,22779.61,2880.94,3098.18,2205,Paid,UPI
D04I84868,D04C1059,D04C5960,2024-03-28,26573.47,2197.69,4613.6,4617;5493,Pending,UPI
D04I50303,D04C8075,D04C4391,2024-02-25,17076.78,3009.78,1015.32,8185;4218;7205,Paid,Cash
D04I56629,D04C2607,D04C6553,2024-03-13,90110.76,6767.19,15911.27,8707,Paid,Cheque
D04I59994,D04C8734,D04C1132,2024-01-29,11339.53,2025.54,764.9,5931,Pending,Cheque
D04I12155,D04C2019,D04C7294,2024-06-12,15388.16,2423.53,1233.8,6781;9859,Paid,Cheque
D04I18107,D04C4318,D04C1537,2024-02-23,20008.67,1989.1,1234.2,8028,Paid,Bank Transfer
D04I46320,D04C1051,D04C8748,2024-06-16,49002.31,5201.66,5067.42,3083;3489,Cancelled,Cheque
D04I27758,D04C4261,D04C9936,2024-02-15,10128.01,1554.99,1399.37,9406,Paid,Cash
D04I28670,D04C8910,D04C1764,2024-01-27,115264.55,10827.27,15503.47,8639;2845;2039,Pending,Cheque
D04I63769,D04C6490,D04C2238,2024-01-04,15483.24,1246.45,2014.66,2592;1561,Pending,Cash
D04I66940,D04C4039,D04C5143,2024-04-01,7840.7,1026.89,513.72,8400,Paid,Bank Transfer
D04I95553,D04C9749,D04C7700,2024-02-29,91972.18,9253.23,6890.63,1884;8290,Cancelled,Cheque
D04I10572,D04C2924,D04C7889,2024-04-21,55103.95,4260.7,2759.79,7129,Pending,Cheque
D04I33867,D04C7283,D04C5042,2024-01-08,17622.45,2769.32,1466.86,2815;2466,Paid,Cheque
D04I63866,D04C5890,D04C8143,2024-02-27,11209.14,584.51,570.16,8843;3387;1019,Paid,Cheque
D04I85603,D04C3828,D04C9081,2024-02-14,745453.78,122255.59,93586.25,8064,Pending,UPI
D04I89723,D04C2618,D04C4326,2024-06-22,21654.08,3763.16,1522.5,7233;7543,Cancelled,Cheque
D04I53068,D04C8635,D04C2325,2024-04-26,336668.05,27518.17,51500.79,8632;9932,Cancelled,Cash
D04I94014,D04C7579,D04C3755,2024-02-12,32006.05,3645.02,1722.33,8278,Cancelled,Cheque
D04I11037,D04C1342,D04C7187,2024-04-12,21947.38,2204.21,3792.38,4261;9816,Pending,Bank Transfer
D04I13659,D04C5207,D04C7693,2024-04-25,3981.98,294.54,602.83,2539,Pending,Bank Transfer
D04I10679,D04C3016,D04C2945,2024-04-29,11095.54,1280.89,566.57,4884,Paid,Bank Transfer
D04I25382,D04C3338,D04C7658,2024-04-15,3683.9,523.18,254.33,8085,Paid,UPI
D04I46539,D04C1192,D04C8717,2024-01-16,50131.81,7092.25,7714.14,6317,Cancelled,Cheque
