company_id,name,GSTIN,PAN,registration_date,address,city,state,industry,avg_monthly_turnover,is_shell,is_high_risk,is_fraud,total_sent_amount,sent_invoice_count,avg_sent_amount,std_sent_amount,total_itc_sent,total_gst_sent,total_received_amount,received_invoice_count,avg_received_amount,std_received_amount,total_itc_received,total_gst_received,total_invoices,total_amount_all,avg_invoice_amount,total_itc_all,total_gst_all,itc_ratio
D02C9520,Acme 000,GJLXZEB3771A9174,LXZEB3771A,2019-04-23,"857 MG Road, Chennai",Hyderabad,GJ,Retail,100000.0,0,0,0,57851.76,3.0,19283.920000000002,7189.028354597025,5222.01,5853.71,755013.61,2.0,377506.805,527235.6946915567,99122.52,91081.75,5.0,812865.37,162573.074,104344.53,96935.46,0.12836631236978394
D02C1144,Tech 001,GJISMJC0496P1308,ISMJC0496P,2019-02-15,"884 Market Rd, Ahmedabad",Ahmedabad,GJ,Food & Bev,408991.69,0,0,0,68027.23,4.0,17006.8075,11151.949301909435,7313.669999999999,8715.82,51643.799999999996,2.0,25821.899999999998,27015.495407843253,8700.49,7273.33,6.0,119671.03,19945.171666666665,16014.16,15989.15,0.13381818473526969
D02C6343,Star 002,GJOBHGM2680V5999,OBHGM2680V,2022-01-07,"33 Main St, Mumbai",Bengaluru,GJ,Retail,389374.94,1,0,1,3417877.4699999997,7.0,488268.20999999996,100192.73324503392,379746.76,284652.7,157375.28,6.0,26229.213333333333,14135.406559155865,18654.57,20332.219999999998,13.0,3575252.7499999995,275019.44230769225,398401.33,304984.92,0.11143305322959336
D02C2147,Tech 003,RJTYKIZ9305X8111,TYKIZ9305X,2019-01-23,"887 Market Rd, Mumbai",Mumbai,RJ,Automotive,100000.0,0,0,0,74900.09,4.0,18725.0225,4991.5586847087825,5274.02,7211.64,1290213.41,6.0,215035.56833333333,304592.241891079,153308.91,122198.74000000002,10.0,1365113.5,136511.35,158582.93,129410.38000000002,0.11616831127961154
D02C2569,Global 004,GJZDRMX4876S9501,ZDRMX4876S,2023-05-09,"267 Outer Ring, Ahmedabad",Chennai,GJ,Metals,100000.0,0,0,0,72963.69,5.0,14592.738000000001,11633.958370211747,7649.55,6704.36,70031.56,5.0,14006.312,4807.549854174163,8300.900000000001,7593.879999999999,10.0,142995.25,14299.525,15950.45,14298.239999999998,0.11154531356810804
D02C1806,Prime 005,TSOXHEA4413Y9893,OXHEA4413Y,2018-06-27,"303 Main St, Surat",Mumbai,TS,Metals,100000.0,0,0,0,35673.020000000004,2.0,17836.510000000002,6684.450108183918,4089.11,4091.24,177472.98,5.0,35494.596000000005,24637.192268602364,14151.72,17033.36,7.0,213146.0,30449.428571428572,18240.829999999998,21124.6,0.08557903971925346
D02C7054,Star 006,MHMBTIL4490D6028,MBTIL4490D,2023-04-13,"583 Main St, Chennai",Bengaluru,MH,IT Services,597881.94,0,0,0,42953.82,1.0,42953.82,0.0,2828.38,4848.68,38681.1,2.0,19340.55,17753.895640675597,4561.860000000001,5883.639999999999,3.0,81634.92,27211.64,7390.240000000001,10732.32,0.09052792603949389
D02C8464,Acme 007,WBFOOAO0705P4569,FOOAO0705P,2021-11-17,"419 MG Road, Surat",Chennai,WB,Logistics,173045.8,0,0,0,204716.97,6.0,34119.495,31841.80090376909,13685.69,16636.15,261190.47999999998,2.0,130595.23999999999,124225.76382678756,21648.3,33030.42,8.0,465907.44999999995,58238.431249999994,35333.99,49666.57,0.0758390749064004
D02C4656,Star 008,MHCITRK1724Y5524,CITRK1724Y,2018-03-01,"266 Station Rd, Bengaluru",Jaipur,MH,Pharma,156901.65,0,0,0,48966.84,4.0,12241.71,1066.773928284089,6705.24,6253.65,41435.45,3.0,13811.816666666666,4334.91106153671,4864.73,2818.5,7.0,90402.29,12914.612857142856,11569.97,9072.15,0.127983151754231
D02C4261,Global 009,MHHUFET0310F9302,HUFET0310F,2022-07-15,"882 Station Rd, Surat",Surat,MH,Metals,240104.65,0,0,0,247354.15,6.0,41225.691666666666,48043.85621812821,32402.800000000003,25897.35,598858.2799999999,4.0,149714.56999999998,263511.5588475877,41213.34,56451.43,10.0,846212.4299999999,84621.24299999999,73616.14,82348.78,0.086994869597933
D02C8098,Global 010,MHKBRWH0440V6789,KBRWH0440V,2018-07-16,"554 MG Road, Surat",Bengaluru,MH,Energy,100000.0,0,0,0,147946.47,5.0,29589.294,16446.757988771828,16548.62,14603.86,957310.25,8.0,119663.78125,256864.25653051052,100568.25,147399.84,13.0,1105256.72,85019.74769230769,117116.87,162003.7,0.10596349959310811
D02C5811,Tech 011,MHHLDCQ7181H4343,HLDCQ7181H,2018-09-16,"334 Main St, Ahmedabad",Bengaluru,MH,Metals,143454.76,0,1,1,1756771.46,4.0,439192.865,210678.46752660678,202066.94,214970.41999999998,37503.06,2.0,18751.53,1871.2591014608324,3666.91,2371.29,6.0,1794274.52,299045.75333333336,205733.85,217341.71,0.11466130054613939
D02C4156,Tech 012,RJCUNJE0595K7686,CUNJE0595K,2018-09-06,"919 Main St, Kolkata",Delhi,RJ,Chemicals,100000.0,0,0,0,402895.97000000003,9.0,44766.21888888889,41997.6779883726,31914.31,56071.17,1341323.26,8.0,167665.4075,260971.04971907346,204284.66999999998,186941.59,17.0,1744219.23,102601.13117647059,236198.97999999998,243012.76,0.13541817217552404
D02C6405,Prime 013,GJJTAFL0429A2740,JTAFL0429A,2023-06-21,"624 Industrial Area, Pune",Ahmedabad,GJ,Pharma,248652.63,1,0,1,2272079.8,5.0,454415.95999999996,198847.3294190688,285658.74,347291.83999999997,273583.68,4.0,68395.92,106291.89619447476,42377.13,20014.72,9.0,2545663.48,282851.4977777778,328035.87,367306.55999999994,0.12886065757599666
