invoice_id,seller_id,buyer_id,invoice_date,amount,gst_amount,itc_claimed,invoice_items,status,payment_method
D08I29922,D08C1527,D08C1918,2024-04-06,116644.47,19626.64,10926.01,7710,Cancelled,Cheque
D08I15263,D08C2556,D08C2770,2024-06-15,286341.9,48529.62,38333.91,3534;2610;3856,Pending,Cash
D08I43299,D08C8642,D08C9650,2024-05-21,422477.06,54240.97,72766.76,7353;6912;7212,Pending,UPI
D08I42637,D08C1272,D08C9909,2024-04-25,18921.48,2046.74,2402.35,9453,Pending,UPI
D08I12651,D08C7742,D08C8370,2024-04-29,492251.26,54920.6,44082.03,9498;8774,Paid,Cheque
D08I35198,D08C9335,D08C9719,2024-03-13,33689.42,2893.5,5236.55,1574;9754,Pending,Cheque
D08I47862,D08C7778,D08C2172,2024-05-09,3690.79,213.22,218.74,4189;6222,Pending,Cheque
D08I98951,D08C9352,D08C1991,2024-04-21,362258.38,46748.79,18855.6,1686;2729,Pending,UPI
D08I81282,D08C7050,D08C7095,2024-04-25,17323.75,2682.1,1782.18,6412,Paid,Cheque
D08I61392,D08C5609,D08C3831,2024-02-06,8183.66,745.54,1219.61,5917;1294,Paid,Cash
D08I50392,D08C3995,D08C9313,2024-05-30,67587.68,10562.87,12070.63,4865;6680;2470,Cancelled,Cash
D08I39885,D08C7889,D08C2801,2024-05-14,653927.55,32894.93,109559.83,7211,Cancelled,Bank Transfer
D08I75720,D08C1564,D08C3216,2024-03-23,731761.47,99987.96,59175.37,3278;1847,Paid,Cash
D08I12741,D08C2121,D08C6693,2024-01-06,56146.18,4958.81,3782.62,3029,Cancelled,Bank Transfer
D08I30694,D08C2457,D08C9689,2024-03-21,94424.54,7966.92,16931.35,8750;2455,Cancelled,Bank Transfer
D08I17170,D08C5785,D08C8190,2024-04-12,66273.98,6898.66,4292.91,6106;7111,Paid,Cash
D08I91227,D08C9014,D08C6720,2024-05-19,42901.98,6731.58,2397.59,9946,Paid,Cheque
D08I41278,D08C9327,D08C3271,2024-01-26,15035.94,1408.4,1227.25,7417,Paid,UPI
D08I75201,D08C4876,D08C2624,2024-02-07,668659.91,39256.99,111592.74,6739;7716,Paid,Cheque
D08I72151,D08C7704,D08C1321,2024-02-08,28272.1,1439.54,3355.74,2251,Cancelled,UPI
D08I39827,D08C2993,D08C7777,2024-05-22,8201.32,490.65,910.45,4672;6079;4806,Cancelled,Cheque
D08I51088,D08C7050,D08C4244,2024-02-09,7130.52,820.71,638.0,6502,Pending,Bank Transfer
D08I16490,D08C6094,D08C4125,2024-06-22,14204.28,2523.78,2266.97,9593,Paid,Cheque
D08I32332,D08C9450,D08C1319,2024-04-10,11806.95,1620.34,1886.43,3026;2061;8371,Pending,Cash
D08I39972,D08C4780,D08C6188,2024-03-13,183974.62,19474.78,27389.36,5328;2937,Cancelled,UPI
D08I85591,D08C1807,D08C3729,2024-01-24,579231.15,83852.54,93175.1,5880;7303;7287,Cancelled,Cash
D08I79937,D08C3080,D08C3271,2024-04-11,19068.3,1333.77,1615.69,3852;3281;4045,Cancelled,Cash
D08I77763,D08C2199,D08C3233,2024-01-22,4354.26,555.19,704.39,4199,Cancelled,Bank Transfer
D08I66699,D08C1375,D08C6199,2024-06-16,5514.44,622.86,639.2,6311;4044;7534,Paid,Cheque
D08I85655,D08C3150,D08C4768,2024-05-20,114032.29,6019.71,8118.09,6151,Cancelled,Cash
D08I62725,D08C4035,D08C2945,2024-02-09,7730.33,501.85,1297.7,3648,Paid,UPI
D08I81988,D08C3100,D08C7195,2024-02-18,56349.19,4231.64,8241.2,7608;9254;3524,Cancelled,Cash
D08I31290,D08C1986,D08C7742,2024-06-20,22296.31,1687.12,2101.07,7653;2740,Pending,UPI
D08I23175,D08C2466,D08C2557,2024-01-24,3413.94,283.02,228.03,2816;2159;1082,Cancelled,Bank Transfer
D08I79189,D08C1977,D08C5029,2024-03-06,7478.08,918.55,689.59,1235,Pending,Cheque
D08I57556,D08C8759,D08C5323,2024-06-18,25463.46,1903.91,2493.36,7338,Pending,UPI
D08I40197,D08C9818,D08C9944,2024-03-11,18805.11,2371.42,1753.31,2064;9546,Cancelled,Bank Transfer
D08I68867,D08C7817,D08C9580,2024-04-14,6571.32,1179.3,495.35,7808,Pending,Bank Transfer
D08I16241,D08C3195,D08C1640,2024-05-20,28834.07,4233.37,2156.65,1933;7574;6345,Paid,Cash
D08I72278,D08C2012,D08C3566,2024-01-06,8234.51,1244.56,661.44,2112;4761,Cancelled,Bank Transfer
D08I48272,D08C7817,D08C9155,2024-06-27,15767.15,1201.31,1147.95,5526,Cancelled,Bank Transfer
D08I97508,D08C5990,D08C4398,2024-05-15,540962.42,69428.43,35307.28,4635,Cancelled,Bank Transfer
D08I83732,D08C8078,D08C5509,2024-03-02,42574.03,6204.81,4581.98,4018;9862,Cancelled,Bank Transfer
D08I64303,D08C6679,D08C9610,2024-06-21,7882.32,837.64,428.67,4672;1719,Cancelled,Bank Transfer
D08I17962,D08C1962,D08C6199,2024-06-18,111006.99,7606.76,19067.65,7650;5967,Pending,UPI
D08I65988,D08C8710,D08C4758,2024-01-22,36656.83,5733.48,3759.37,6049,Paid,Cash
D08I33227,D08C9653,D08C3177,2024-05-25,14344.48,2396.32,1594.19,4154,Paid,Bank Transfer
D08I73523,D08C2930,D08C2153,2024-04-05,34449.47,2762.53,3874.29,6547,Paid,UPI
D08I76063,D08C8779,D08C3247,2024-02-16,15211.19,1374.14,1080.87,1173;6515;3721,Cancelled,UPI
D08I57169,D08C8268,D08C5842,2024-04-07,18857.18,1048.28,1864.57,8059,Cancelled,Cash
D08I70082,D08C3184,D08C1093,2024-03-06,12864.63,2163.57,1670.37,3979;4618,Cancelled,Cheque
D08I91763,D08C1233,D08C7957,2024-01-13,54988.21,8674.07,7638.33,5836;7549,Pending,Cheque
D08I57821,D08C7605,D08C7508,2024-04-28,19657.29,1321.18,1661.33,8187,Cancelled,Cheque
D08I37338,D08C1269,D08C4129,2024-01-22,24034.16,2335.09,4037.41,1491;4672,Cancelled,Bank Transfer
D08I72016,D08C4393,D08C8213,2024-04-09,42590.67,7562.94,3756.73,9580,Paid,UPI
D08I14770,D08C2063,D08C3765,2024-02-07,14441.33,1073.16,1958.62,4391;6016,Cancelled,Bank Transfer
D08I88216,D08C8387,D08C2993,2024-02-01,226685.59,34790.07,36820.83,2493,Cancelled,Cash
D08I49412,D08C5755,D08C2516,2024-03-20,32868.09,4646.88,3728.11,7415;2507,Pending,Cheque
D08I94010,D08C7923,D08C3102,2024-05-25,8127.96,453.06,1332.36,5378,Cancelled,Cheque
D08I14002,D08C7039,D08C8333,2024-01-17,17205.51,2554.12,2397.98,1092;9552;3494,Pending,UPI
D08I77097,D08C6782,D08C4591,2024-04-25,19219.12,3380.89,3247.52,7987,Paid,Bank Transfer
D08I69092,D08C1593,D08C8132,2024-04-27,346330.3,50486.27,61040.21,8093,Cancelled,Bank Transfer
D08I15850,D08C9018,D08C3539,2024-01-24,4896.88,862.39,770.03,3359;5809;8128,Pending,Cheque
D08I52609,D08C4969,D08C5780,2024-02-27,29750.14,3381.85,4082.33,8307;2443,Cancelled,Bank Transfer
D08I75983,D08C1003,D08C5241,2024-03-08,33271.04,5108.06,5531.79,6312,Paid,UPI
D08I36499,D08C9653,D08C6216,2024-03-16,20594.67,1161.39,2795.69,1933;7697;9311,Paid,Bank Transfer
D08I71651,D08C1179,D08C7575,2024-02-24,42731.3,3067.9,4747.78,6617,Pending,Cash
